rtID,rtAllCriticsRating,rtAllCriticsNumReviews,rtAllCriticsNumFresh,rtAllCriticsNumRotten,rtAllCriticsScore,rtTopCriticsRating,rtTopCriticsNumReviews,rtTopCriticsNumFresh,rtTopCriticsNumRotten,rtTopCriticsScore,rtAudienceRating,rtAudienceNumRatings,rtAudienceScore
california_split,7.3,11,10,1,90,7.1,5,4,1,80,3.8,753,81
phantom_of_liberty,8.3,16,14,2,87,0,4,4,0,100,4.1,1386,90
groove_tube,3.8,8,1,7,12,0,0,0,0,0,0,0,0
holy_mountain,6.9,18,15,3,83,7.5,6,6,0,100,4.3,3854,90
adventure_of_sherlock_holmes_smarter_brother,0,2,1,1,50,0,0,0,0,0,0,0,0
dolemite,4.6,5,2,3,40,0,0,0,0,0,0,0,0
great_waldo_pepper,5.9,7,5,2,71,0,1,1,0,100,3.2,560,50
night_moves,7.4,17,14,3,82,0,4,4,0,100,0,0,0
the-passenger-professione-reporter,8.1,64,58,6,90,9,15,15,0,100,4,2771,85
1000039-1900,5.9,14,6,8,42,0,3,0,3,0,4.1,2572,86
small_change,7.7,11,11,0,100,0,3,3,0,100,4,793,85
from_noon_till_three,0,1,0,1,0,0,0,0,0,0,0,0,0
harlan_county_usa,9.1,7,7,0,100,0,2,2,0,100,4.2,797,88
1019017-silver_streak,6.4,18,15,3,83,0,1,1,0,100,3.4,1982,68
jesus_of_nazareth-1977,0,3,3,0,100,0,0,0,0,0,0,0,0
high_anxiety,6.4,26,19,7,73,0,1,0,1,0,3.4,4006,67
1010004-hound_of_the_baskervilles,7.8,11,11,0,100,0,0,0,0,0,0,0,0
gangs_of_new_york,7.1,200,149,51,74,6.5,42,28,14,66,3.5,35768,76
1019441-sorcerer,7.1,15,12,3,80,0,1,1,0,100,3.8,787,79
1022131-turning_point,5.9,11,6,5,54,0,0,0,0,0,0,0,0
capricorn_one,6,17,10,7,58,0,1,0,1,0,0,0,0
snake_in_the_eagles_shadow,0,2,1,1,50,0,0,0,0,0,0,0,0
wedding_crashers,6.7,180,135,45,75,6.9,38,28,10,73,3.5,215271,70
hair,7.2,15,14,1,93,0,0,0,0,0,0,0,0
inlaws,4.9,126,44,82,34,4.9,35,12,23,34,2.9,2546,42
opening_night,7.8,21,20,1,95,0,3,3,0,100,4.1,1012,91
1062483-bad_boys,4.8,41,16,25,39,3.7,9,1,8,11,3.5,67658,79
dc_cab,0,2,0,2,0,0,0,0,0,0,0,0,0
el_norte,7.5,9,8,1,88,0,0,0,0,0,0,0,0
merry_christmas_mr_lawrence,6.2,19,15,4,78,5,5,2,3,40,3.9,1571,83
1016365-pirates_of_penzance,7.3,12,10,2,83,0,0,0,0,0,0,0,0
rock-rule,0,3,1,2,33,0,0,0,0,0,0,0,0
rumble_fish,6,23,16,7,69,5,5,2,3,40,3.6,6328,78
star_80,7.3,9,8,1,88,0,1,1,0,100,3.3,628,62
star_chamber,6,14,10,4,71,0,1,0,1,0,3,539,40
1021557-to_be_or_not_to_be,8.7,34,33,1,97,7,5,4,1,80,4.2,1733,92
twilight_zone_the_movie,5.8,30,20,10,66,0,4,2,2,50,3.2,7313,56
1075781-suburbia,6.3,21,13,8,61,6.4,6,3,3,50,3.3,1247,66
yellowbeard,5,9,2,7,22,0,1,0,1,0,3.3,1410,63
another_country,0,3,2,1,66,0,0,0,0,0,0,0,0
1032409-boy_meets_girl,0,1,1,0,100,0,0,0,0,0,0,0,0
1004370-cloak_and_dagger,5,5,2,3,40,0,0,0,0,0,0,0,0
1006510-electric_dreams,5.4,5,2,3,40,0,1,1,0,100,3.6,758,72
ice_pirates,3.9,9,1,8,11,0,0,0,0,0,0,0,0
racing_with_the_moon,6.1,10,6,4,60,0,3,3,0,100,3.3,795,57
times_of_harvey_milk,8.3,16,16,0,100,0,1,1,0,100,4.2,1883,93
what_have_i_done_to_deserve_this,7.6,6,6,0,100,0,1,1,0,100,3.8,1849,80
heaven_help_us,5.6,5,2,3,40,0,1,0,1,0,3.5,872,67
police_story,6.9,12,10,2,83,0,1,1,0,100,3.7,4759,84
mishima_a_life_in_four_chapters,7.4,20,19,1,95,0,2,2,0,100,4.2,932,91
quiet_earth,6.2,8,5,3,62,0,0,0,0,0,0,0,0
spies_like_us,4.6,18,8,10,44,0,0,0,0,0,0,0,0
stuff,6.1,8,5,3,62,0,1,0,1,0,3.1,1354,48
vision_quest,5.4,12,7,5,58,0,1,1,0,100,3.5,1468,71
white-nights,5.1,13,6,7,46,0,1,0,1,0,3.4,1109,74
round_midnight,8.1,17,17,0,100,8.3,6,6,0,100,4.1,809,88
1002178-best_of_times,4.7,12,4,8,33,0,1,0,1,0,2.9,1014,41
paradise-1986,0,0,0,0,0,0,0,0,0,0,0,0,0
1015224-nobodys_fool,0,4,0,4,0,0,1,0,1,0,3,289,43
1018055-sacrifice,7.2,25,20,5,80,0,4,3,1,75,4.4,1787,92
better_tomorrow,7.3,14,13,1,92,0,0,0,0,0,0,0,0
law_of_desire,7.4,11,11,0,100,0,2,2,0,100,3.8,1875,79
prince_of_darkness,5.1,19,9,10,47,0,1,0,1,0,3.3,3606,59
chinese_ghost_story,7.8,8,6,2,75,0,0,0,0,0,0,0,0
bourne_identity,7,180,148,32,82,6.9,37,30,7,81,3.9,125823,91
cobra_verde,6.9,14,12,2,85,0,3,2,1,66,3.7,950,74
killer_klowns_from_outer_space,5.6,13,9,4,69,0,0,0,0,0,0,0,0
cat-girl-kiki,0,0,0,0,0,0,0,0,0,0,0,0,0
monsieur_hire,8,11,11,0,100,0,2,2,0,100,3.9,441,84
almost_an_angel,3.9,7,2,5,28,0,1,0,1,0,0,0,0
black_rainbow,0,3,3,0,100,0,0,0,0,0,0,0,0
cry-baby,6.7,37,30,7,81,6.2,6,4,2,66,3.3,38084,75
1054247-bullet_in_the_head,8.4,5,5,0,100,0,0,0,0,0,0,0,0
new-york-beat-movie-downtown-81,5.7,21,15,6,71,6.7,8,7,1,87,3.7,653,71
ghost_dad,2.2,19,1,18,5,0,4,1,3,25,2.5,2569,38
hard_to_kill,3.7,10,3,7,30,0,1,0,1,0,2.7,4865,52
stephen-kings-it1990,5.6,10,7,3,70,0,0,0,0,0,0,0,0
ju_dou,8.3,14,14,0,100,0,3,3,0,100,3.9,1328,86
krays,6.4,12,10,2,83,0,2,2,0,100,3.7,1447,82
1032883-lionheart,4,11,3,8,27,0,3,1,2,33,3,2754,54
1030146-narrow_margin,6,11,7,4,63,0,2,0,2,0,3,630,42
nuns_on_the_run,4.7,18,8,10,44,0,2,1,1,50,2.9,1378,48
state_of_grace,6.8,15,13,2,86,0,2,2,0,100,3.7,2900,79
days_of_being_wild,7.7,29,26,3,89,8.1,13,12,1,92,4,3441,87
predator,6.8,37,28,9,75,0,4,2,2,50,3.5,52908,83
hearts_of_darkness_a_filmmakers_apocalypse,8.5,24,24,0,100,8.2,6,6,0,100,4.1,3043,90
1101255-kiss_before_dying,0,4,3,1,75,0,0,0,0,0,0,0,0
omohide_poro_poro,0,3,3,0,100,0,0,0,0,0,0,0,0
once_around,5.9,18,12,6,66,5.4,5,3,2,60,3.5,705,71
other_peoples_money,4.6,14,5,9,35,0,2,1,1,50,2.8,936,42
out_for_justice,3.6,20,4,16,20,0,4,1,3,25,3,3054,57
quigley_down_under,5.5,15,9,6,60,0,2,0,2,0,3.2,3350,67
tous_les_matins_du_monde,7.2,9,8,1,88,0,2,1,1,50,4.1,1291,87
diggstown,5.5,13,7,6,53,0,0,0,0,0,0,0,0
porco_rosso,8.2,12,12,0,100,0,0,0,0,0,0,0,0
ladybugs,3.7,13,2,11,15,0,1,0,1,0,2.6,2093,41
mambo_kings,6.6,19,15,4,78,0,2,2,0,100,3.3,1188,61
story_of_qiu_ju,8,14,12,2,85,0,2,1,1,50,3.9,768,83
shining_through,4.4,13,4,9,30,0,2,1,1,50,3.4,1160,71
sidekick,7.3,13,13,0,100,0,0,0,0,0,0,0,0
un_coeur_en_hiver,7.7,13,11,2,84,0,2,2,0,100,4.1,1098,88
house_of_angels,7.2,5,4,1,80,0,1,1,0,100,3.7,254,72
1144115-bad_boy_bubby,6.9,6,5,1,83,0,1,0,1,0,4,2270,87
bride_with_white_hair,8.1,7,7,0,100,0,0,0,0,0,0,0,0
barbarians_at_the_gate,6,6,4,2,66,0,0,0,0,0,0,0,0
1009583-hidden_fortress,8.6,22,22,0,100,0,2,2,0,100,4.1,6021,90
mr_nanny,2.4,14,1,13,7,0,3,0,3,0,2.3,4808,38
philadelphia_experiment_2,0,0,0,0,0,0,0,0,0,0,0,0,0
snapper,7.4,31,30,1,96,7.8,7,7,0,100,0,0,0
sonatine,7.3,24,21,3,87,6.4,6,4,2,66,0,0,0
splitting_heirs,3.8,12,1,11,8,0,2,0,2,0,2.6,577,34
tai-chi-warriors,0,0,0,0,0,0,0,0,0,0,0,0,0
freaked,5.4,15,7,8,46,0,1,1,0,100,3.3,1649,59
fist-of-legend,7.9,11,11,0,100,0,0,0,0,0,0,0,0
major_league_2,3.3,21,1,20,4,2.7,6,0,6,0,2.8,4428,45
pure_formality,7,5,4,1,80,0,1,0,1,0,4.2,605,91
gonin,6.8,6,5,1,83,0,0,0,0,0,0,0,0
1040678-last_of_the_mohicans,8,32,31,1,96,7.9,7,7,0,100,3.6,34073,84
whisper-of-the-heart,7.4,9,8,1,88,0,0,0,0,0,0,0,0
tromeo-and-juliet,0,3,2,1,66,0,0,0,0,0,0,0,0
god-of-cookery,0,3,3,0,100,0,0,0,0,0,0,0,0
kauas-pilvet-karkaavat-drifting-clouds-far-away-the-clouds-escape,7.1,9,9,0,100,7.2,5,5,0,100,4.1,737,90
sgt-kabukiman-nypd,0,0,0,0,0,0,0,0,0,0,0,0,0
beautiful_boxer,6.7,35,28,7,80,6.7,12,9,3,75,3.9,879,88
gummo,4.7,35,12,23,34,4.1,6,1,5,16,3.6,5657,76
hellcab,5.3,8,4,4,50,0,1,1,0,100,3.2,473,51
1082798-men_with_guns,7.6,26,23,3,88,0,4,4,0,100,3.9,476,84
1140962-nirvana,0,2,0,2,0,0,0,0,0,0,0,0,0
dance_with_the_devil,5.3,9,3,6,33,0,0,0,0,0,0,0,0
1097142-safe_house,0,1,0,1,0,0,0,0,0,0,0,0,0
10007916_interview,6,121,70,51,57,5.8,31,15,16,48,3.2,14637,53
thursday,3.9,6,2,4,33,0,0,0,0,0,0,0,0
lady-snowblood,0,2,2,0,100,0,0,0,0,0,0,0,0
takedown_2000,0,0,0,0,0,0,0,0,0,0,0,0,0
kirikou_and_the_sorceress,7.4,24,23,1,95,7.8,8,8,0,100,3.9,1078,85
taxi_2,0,3,2,1,66,0,0,0,0,0,0,0,0
wind_will_carry_us,8.4,25,24,1,96,0,4,4,0,100,3.9,888,82
2046,7.4,106,89,17,83,7.3,30,25,5,83,3.9,14211,84
1101319-taboo,6.6,21,14,7,66,0,2,2,0,100,3.5,1242,70
6ixtynin9,6.6,17,16,1,94,0,3,3,0,100,3.4,613,74
audition_1999,7,61,47,14,77,6.6,12,9,3,75,3.8,14430,81
1125456-hole,5.8,15,8,7,53,0,1,0,1,0,3.1,5670,58
sleeping_dictionary,0,3,0,3,0,0,0,0,0,0,0,0,0
kabhi-khushi-kabhie-gham,0,0,0,0,0,0,0,0,0,0,0,0,0
asterix-obelix-mission-cleopatre,6.3,7,6,1,85,0,1,0,1,0,3.6,4436,78
1136907-late_night_shopping,5.7,5,3,2,60,0,0,0,0,0,0,0,0
the-tunnel,6.9,25,21,4,84,6.9,12,10,2,83,4,713,92
laramie_project,7,12,11,1,91,0,1,1,0,100,3.7,1662,78
jsa-joint-security-area-aka-gongdong-gyeongbi-guyeok,6.9,12,9,3,75,0,3,1,2,33,4,2656,90
dagon,5.4,9,5,4,55,0,0,0,0,0,0,0,0
ripleys_game,7.2,21,20,1,95,0,4,4,0,100,3.4,2169,63
conspiracy,0,2,0,2,0,0,1,0,1,0,2.5,968,22
jalla-jalla-the-best-mans-wedding,5.4,8,4,4,50,0,1,0,1,0,3.7,1390,76
story-of-a-beautiful-country,0,0,0,0,0,0,0,0,0,0,0,0,0
darkness,2.7,52,2,50,3,2,11,0,11,0,2.6,4153,37
mockingbird_dont_sing,0,1,0,1,0,0,0,0,0,0,0,0,0
blueberry,4.2,7,2,5,28,0,0,0,0,0,0,0,0
shackletons-antarctic-adventure,0,0,0,0,0,0,0,0,0,0,0,0,0
1113170-pulse,6.8,48,35,13,72,6.4,14,10,4,71,3.3,3346,61
1131316-carolina,0,2,1,1,50,0,0,0,0,0,0,0,0
dog_days,5.4,33,16,17,48,6.5,11,7,4,63,3.6,603,70
my_sassy_girl,0,2,2,0,100,0,0,0,0,0,0,0,0
1023205-warriors,7.4,30,28,2,93,0,0,0,0,0,0,0,0
towelhead,5.3,110,52,58,47,5,33,16,17,48,3.4,2878,61
fubar,6.2,11,6,5,54,0,1,1,0,100,0,0,0
strange_faces_of_japanese_cinema,0,0,0,0,0,0,0,0,0,0,0,0,0
sex_is_comedy,6.4,46,32,14,69,6.5,19,12,7,63,3.1,1109,52
10003925-dead_end,6.1,7,6,1,85,0,0,0,0,0,0,0,0
sympathy-for-mr-vengeance-boksuneun-naui-geot,6.2,53,29,24,54,5.7,12,6,6,50,4,10632,86
1125611-suicide_club,5.7,6,3,3,50,0,0,0,0,0,0,0,0
1144306-immortal,5.1,7,3,4,42,0,0,0,0,0,0,0,0
battlestar-gallactica,0,1,1,0,100,0,0,0,0,0,0,0,0
sound_of_thunder,2.9,96,6,90,6,2.9,23,1,22,4,2.4,12447,24
fear_and_trembling,7.3,35,32,3,91,7.5,15,13,2,86,3.7,726,74
1133147-oasis,7.7,28,25,3,89,7.9,12,12,0,100,4,289,85
herr-lehmann-berlin-blues,0,0,0,0,0,0,0,0,0,0,0,0,0
remember_me_my_love,5.8,33,18,15,54,5.9,9,5,4,55,3.4,361,58
bright_young_things,6.3,107,70,37,65,6.5,32,21,11,65,3.5,1866,64
animatrix,6.7,17,15,2,88,0,1,1,0,100,3.4,35884,68
brown_bunny,5.1,89,39,50,43,4.8,30,13,17,43,2.9,2486,48
1114,6.8,11,11,0,100,0,1,1,0,100,3.6,6342,75
springtime-in-a-small-town,7.4,35,31,4,88,7.6,11,11,0,100,3.5,338,65
bring_it_on_again,0,0,0,0,0,0,0,0,0,0,0,0,0
1141488-crimson_rivers_2_angels_of_the_apocalypse,0,2,0,2,0,0,0,0,0,0,0,0,0
1157810-evil,6.6,36,24,12,66,5.8,11,5,6,45,3.9,2971,85
lemony_snicket,6.6,154,109,45,70,6.6,32,19,13,59,3.2,60437,61
green_butchers,6.3,27,17,10,62,5.6,12,5,7,41,3.9,1464,84
very_long_engagement,7.4,142,110,32,77,7.3,35,28,7,80,3.9,22939,84
last_life_in_the_universe,7.4,40,36,4,90,7.8,11,11,0,100,4.1,3086,89
punk-drunk-love-the-images-of-mick-rock,0,0,0,0,0,0,0,0,0,0,0,0,0
ghost_in_the_shell_2_innocence,6.3,94,61,33,64,6.4,24,17,7,70,3.8,8464,80
cat_returns,7,17,16,1,94,0,2,2,0,100,3.9,9609,81
in_my_country,4.8,81,18,63,22,5.1,28,6,22,21,3.3,748,59
te_doy_mis_ojos,7.6,33,30,3,90,7.2,11,9,2,81,3.6,1070,78
twilight_samurai,8.2,68,67,1,98,7.9,22,22,0,100,4.2,3512,93
facing_windows,6.1,65,41,24,63,6.2,27,19,8,70,4,1928,85
ginger_snaps_2_unleashed,6.9,15,14,1,93,0,3,3,0,100,3.2,5388,65
10003310-trauma,4.7,15,5,10,33,0,2,0,2,0,2.6,731,28
1132500-intimate_strangers,7.3,100,87,13,87,7.2,32,27,5,84,3.4,696,65
oldboy,7.3,127,102,25,80,7.1,30,24,6,80,4.3,41925,94
red_lights,7.2,85,71,14,83,7.4,31,26,5,83,3.4,433,64
ginger_snaps_back,0,4,3,1,75,0,0,0,0,0,0,0,0
lost_embrace,6.7,47,39,8,82,7.3,17,15,2,88,3.7,516,72
jacket,5.4,157,68,89,43,5.1,32,11,21,34,3.5,22896,72
20_million_miles_to_earth,6.4,8,7,1,87,0,0,0,0,0,0,0,0
saddest_music_in_the_world,7.1,99,77,22,77,6.9,27,20,7,74,3.7,1821,77
man_who_copied,6.2,32,21,11,65,5.4,12,5,7,41,3.9,896,83
ongbak,6.9,102,87,15,85,6.5,25,19,6,76,3.8,16639,85
sea_inside,7.6,128,107,21,83,7.5,36,29,7,80,4.1,10334,92
spanglish,5.9,162,85,77,52,5.8,40,21,19,52,3,21732,62
festival_express,7.6,76,73,3,96,7.7,28,28,0,100,3.8,857,79
chorus_les_choristes,6.5,105,71,34,67,6.3,29,18,11,62,4.1,8414,92
saints_and_soldiers,6.4,33,21,12,63,5.9,13,8,5,61,3.9,4284,81
story_of_the_weeping_camel,7.6,102,96,6,94,7.6,29,28,1,96,4,1514,84
interpreter,6,189,109,80,57,6.2,40,25,15,62,3.1,14657,56
open_water,6.6,189,136,53,71,7.1,38,30,8,78,2.4,8148,31
touch_of_pink,5,61,22,39,36,5,20,8,12,40,3.4,1401,63
memory_of_a_killer,6.8,67,56,11,83,6.9,22,19,3,86,3.7,1053,77
bobby_jones_stroke_of_genius,4.6,74,19,55,25,4.3,28,8,20,28,3.4,708,63
layer_cake,7.1,133,108,25,81,7.4,31,26,5,83,3.7,37167,83
the-return-2003,0,0,0,0,0,0,0,0,0,0,0,0,0
flight_of_the_phoenix,4.8,115,34,81,29,4.4,27,5,22,18,3,7566,48
mean_creek,7.3,117,105,12,89,7.5,35,32,3,91,3.6,5554,79
ring_two,4.4,178,36,142,20,4.7,37,10,27,27,2.8,39779,54
gospel_of_john,5,50,18,32,36,4.9,16,4,12,25,4.3,425,88
machuca,7.5,37,33,4,89,7.7,11,10,1,90,4.1,1842,90
corporation,7.4,107,97,10,90,7.6,30,28,2,93,4,5815,89
yes_men,7,82,70,12,85,6.8,28,22,6,78,3.4,1444,65
1140811-fond_kiss,7.4,24,21,3,87,0,4,4,0,100,3.7,1269,73
saa_som_i_himmelen,6.7,6,5,1,83,0,2,2,0,100,4.3,3319,90
she_hate_me,3.9,99,19,80,19,3.8,36,7,29,19,3.3,1915,61
azumi2003,5.4,32,15,17,46,4.5,11,3,8,27,3.9,4714,82
in_my_fathers_den,7.3,9,9,0,100,0,1,1,0,100,4.1,1184,90
taegukgi_the_brotherhood_of_war,6.7,41,33,8,80,6.6,17,14,3,82,4.2,5475,91
metallica_some_kind_of_monster,7.6,121,107,14,88,7.5,32,30,2,93,3.7,5021,83
10004352-going_the_distance,2.8,5,0,5,0,0,2,0,2,0,3.3,5047,61
redemption,0,0,0,0,0,0,0,0,0,0,0,0,0
schultze_gets_the_blues,6.8,63,45,18,71,7,20,14,6,70,3.5,678,71
born_into_brothels,7.9,105,101,4,96,7.9,29,27,2,93,4.2,4144,91
dig,7.8,69,62,7,89,7.9,21,19,2,90,4.1,2189,89
riding_giants,7.5,94,87,7,92,7.5,29,28,1,96,4.1,1482,93
word_wars,7.1,35,31,4,88,6.9,16,13,3,81,3.5,889,66
when_will_i_be_loved,4.6,71,23,48,32,4.3,27,7,20,25,2.6,695,31
what_the__do_we_know,4.6,75,25,50,33,4.7,24,10,14,41,3.5,5742,69
scanner_darkly,6.6,174,119,55,68,6.7,37,23,14,62,3.4,46764,70
10004734-casshern,6,9,6,3,66,0,0,0,0,0,0,0,0
outfoxed,6.9,59,50,9,84,6.9,18,16,2,88,3.7,1346,76
noel,4.3,34,9,25,26,3.1,12,0,12,0,3.3,1805,55
1209327-chimes_at_midnight,8,12,11,1,91,0,4,3,1,75,4.3,774,90
million_dollar_baby,8.3,224,204,20,91,8.6,40,38,2,95,3.8,64852,87
10004890-narrow_margin,8.3,7,7,0,100,0,0,0,0,0,0,0,0
hell_is_for_heroes,6.5,6,5,1,83,0,0,0,0,0,0,0,0
gozu,6.2,53,38,15,71,6,14,11,3,78,3.9,2732,81
goodbye-dragon-inn,7.5,33,27,6,81,7.5,11,10,1,90,3.6,632,70
hotel_rwanda,7.9,188,170,18,90,7.7,37,32,5,86,4,52962,94
sei-donne-per-lassassino-blood-and-black-lace-six-women-for-the-murderer,7.6,9,7,2,77,0,0,0,0,0,0,0,0
fly-thought-on-golden-wings,0,0,0,0,0,0,0,0,0,0,0,0,0
3-iron,7.3,87,75,12,86,7.2,24,19,5,79,4.3,7442,93
yves-st-laurent-his-life-and-times,6.3,14,10,4,71,5.9,9,6,3,66,3.8,65,81
aviator,7.8,212,185,27,87,7.5,44,36,8,81,3.4,27084,73
phantom_of_the_opera,5,165,54,111,32,4.6,37,10,27,27,3.7,70849,86
beyond_the_sea,5.2,150,63,87,42,5.1,34,14,20,41,3.3,3905,64
woodsman,7.3,129,112,17,86,7.5,34,31,3,91,3.5,4219,74
in_good_company,7.1,160,134,26,83,6.9,37,28,9,75,3,9983,51
meet_the_fockers,5.2,157,60,97,38,5.1,38,15,23,39,3.5,187397,63
assassination_of_richard_nixon,6.6,130,87,43,66,6.3,31,16,15,51,3.4,3593,67
love_song_for_bobby_long,5.5,98,42,56,42,5.3,27,12,15,44,3.7,5803,80
merchant_of_venice,6.7,123,88,35,71,6.8,35,24,11,68,3.5,4764,72
fat_albert,4.4,81,18,63,22,4.4,30,7,23,23,2.7,6431,53
chiavi_di_casa,6.9,25,20,5,80,7.4,7,6,1,85,3.7,367,75
in_the_realms_of_the_unreal,6.8,61,43,18,70,7,19,15,4,78,3.8,1043,77
white_noise,3.5,146,13,133,8,3.5,33,3,30,9,2.7,14878,44
underclassman,2.8,79,5,74,6,2.8,25,1,24,4,2.7,3200,44
upside_of_anger,6.8,168,125,43,74,6.5,34,23,11,67,3.2,4962,60
arrowhead,0,1,0,1,0,0,0,0,0,0,0,0,0
the-grateful-dead,0,0,0,0,0,0,0,0,0,0,0,0,0
last_train_from_gun_hill,0,4,3,1,75,0,0,0,0,0,0,0,0
naked_jungle,7,6,5,1,83,0,0,0,0,0,0,0,0
handful_of_dust,0,3,2,1,66,0,1,1,0,100,3,754,41
pickle,4.5,5,1,4,20,0,2,1,1,50,2.4,58,19
wetherby,7.6,5,4,1,80,0,1,1,0,100,3.1,194,43
powwow_highway,7.2,9,9,0,100,0,1,1,0,100,4,600,87
sweet_liberty,5.7,12,9,3,75,0,1,0,1,0,3,337,34
vie_promise,5.6,22,10,12,45,5.2,10,4,6,40,3.2,202,48
its_all_true,7,20,16,4,80,6.4,5,4,1,80,3.2,261,56
phantom_of_the_opera,5,165,54,111,32,4.6,37,10,27,27,3.7,70849,86
i_remember_mama,7.5,15,14,1,93,0,2,2,0,100,4,582,83
last_horror_movie,5.9,9,5,4,55,0,0,0,0,0,0,0,0
testament,7.2,7,6,1,85,0,1,1,0,100,3.7,455,70
smooth_talk,6.6,9,7,2,77,0,2,1,1,50,3.1,280,41
1005967-distant_thunder,5.2,6,3,3,50,0,1,1,0,100,3.1,151,37
hells_angels,7.3,10,9,1,90,0,0,0,0,0,0,0,0
jinxed,0,1,0,1,0,0,0,0,0,0,0,0,0
out_cold,2.9,48,4,44,8,3,15,1,14,6,3.5,7234,84
1138315-heart_of_america,0,4,1,3,25,0,0,0,0,0,0,0,0
show_of_force,0,0,0,0,0,0,0,0,0,0,0,0,0
man_trouble,3.7,11,2,9,18,0,1,0,1,0,2.6,637,17
yakuza_papers_battles_without_honor_and_humanity,6.5,6,3,3,50,0,0,0,0,0,0,0,0
fuehrer_ex,0,1,0,1,0,0,0,0,0,0,0,0,0
stander,6.5,62,45,17,72,6.5,16,12,4,75,3.6,1039,77
hester_street,6.2,6,4,2,66,0,0,0,0,0,0,0,0
mikey_and_nicky,6.4,11,8,3,72,0,0,0,0,0,0,0,0
bigamist,0,2,2,0,100,0,0,0,0,0,0,0,0
libertarias_1996,0,0,0,0,0,0,0,0,0,0,0,0,0
imaginary_heroes,5.2,101,35,66,34,5,30,11,19,36,3.8,3294,80
sergeant_york,6.9,18,15,3,83,0,2,1,1,50,4,1263,87
taistoi,0,1,1,0,100,0,0,0,0,0,0,0,0
day_of_the_wacko,0,2,2,0,100,0,0,0,0,0,0,0,0
wizard,4.3,17,4,13,23,0,3,0,3,0,3.1,3783,60
abbott_and_costello_meet_the_invisible_man,5.5,8,6,2,75,0,0,0,0,0,0,0,0
abbott_and_costello_meet_the_killer,0,0,0,0,0,0,0,0,0,0,0,0,0
1142298-life_and_death_of_peter_sellers,6.2,19,14,5,73,0,3,1,2,33,3.4,2594,69
1144029-appleseed,4.7,32,8,24,25,4.4,14,2,12,14,3.7,5608,76
1013912-milky_way,7.7,14,13,1,92,0,2,2,0,100,4,669,84
many_adventures_of_winnie_the_pooh,8.1,11,10,1,90,0,1,1,0,100,3.6,3913,81
elektra,3.7,150,15,135,10,3.8,33,4,29,12,2.6,26366,47
racing_stripes,4.9,98,34,64,34,5.1,25,12,13,48,3,10332,56
coach_carter,6.1,142,92,50,64,6,35,21,14,60,3.7,56395,85
sullivans_travels,8.7,29,29,0,100,0,2,2,0,100,4.2,2289,90
1010362-iceman,0,1,1,0,100,0,0,0,0,0,0,0,0
ice_station_zebra,5.3,12,6,6,50,0,1,0,1,0,3.2,1042,53
boys_town,7.1,14,14,0,100,0,0,0,0,0,0,0,0
1155730-torremolinos_73,6.4,40,28,12,70,6.7,20,15,5,75,3.5,502,68
1021211-shivers,6.8,19,16,3,84,0,2,1,1,50,3.4,2264,61
rocco_and_his_brothers,7.8,17,16,1,94,0,4,3,1,75,4.2,1288,92
christmas_in_july,7.9,16,15,1,93,0,4,3,1,75,4,244,87
i_married_a_witch,7.7,14,14,0,100,0,2,2,0,100,3.7,260,67
moolaad,0,0,0,0,0,0,0,0,0,0,0,0,0
1139947-this_girls_life,5.6,7,3,4,42,0,1,1,0,100,3.1,508,47
memories-of-murder,7.7,34,30,4,88,7.9,9,9,0,100,4.2,3096,93
1049183-chase,4.8,16,5,11,31,0,3,0,3,0,2.6,2631,36
1156285-summer_storm,5.7,30,15,15,50,5.7,13,7,6,53,3.8,1586,80
joseph-the-man-closest-to-christ2007,0,0,0,0,0,0,0,0,0,0,0,0,0
assault_on_precinct_13,5.9,160,96,64,60,6,36,23,13,63,3.1,12635,54
1141102-are_we_there_yet,3.3,113,13,100,11,3.6,32,3,29,9,3.1,29416,62
alone_in_the_dark,1.7,116,1,115,0,1.7,26,0,26,0,2.1,8641,21
1141193-hide_and_seek,3.8,153,19,134,12,4.3,35,6,29,17,3.1,22573,60
aliens_of_the_deep,7,61,51,10,83,7.5,21,18,3,85,3.2,1182,50
boogeyman,3.4,85,11,74,12,3.2,11,0,11,0,2.5,13866,38
wedding_date,3.8,136,14,122,10,3.9,31,3,28,9,3.2,34530,68
rory_o_shea_was_here,5.8,69,34,35,49,5.6,21,9,12,42,4.1,2819,89
nobody_knows,8,91,85,6,93,8.4,28,27,1,96,4.2,3440,92
employee_of_the_month,4,88,18,70,20,3.9,25,4,21,16,3.2,54090,61
magic_in_the_water,3.6,8,1,7,12,0,2,0,2,0,3.3,642,59
great_white_hope,5.5,6,2,4,33,0,3,1,2,33,3.8,213,74
professional,6.8,39,30,9,76,5.8,8,4,4,50,4.1,59011,94
1137476-everyday_people,6.3,8,6,2,75,0,4,4,0,100,2.9,87,41
the-brd-trilogy-the-marriage-of-maria-braun,8.5,14,13,1,92,0,3,3,0,100,4.1,858,89
beau_geste,8.1,9,9,0,100,0,0,0,0,0,0,0,0
1125456-hole,5.8,15,8,7,53,0,1,0,1,0,3.1,5670,58
lessons-of-darkness,8,9,9,0,100,0,0,0,0,0,0,0,0
double_dragon,3.2,10,0,10,0,0,3,0,3,0,2.1,3610,29
mac_and_me,2.4,14,0,14,0,0,2,0,2,0,2.7,2264,43
scorchers,0,0,0,0,0,0,0,0,0,0,0,0,0
rosenstrasse,5.8,61,34,27,55,5.6,25,13,12,52,3.5,359,66
