libro,usuario,puntuacion,svd,knn
la-impaciencia-del-corazon-la-piedad-peligrosa,531,10.0,9.59,7.68
la-muerte-de-ivan-ilich-hadyi-murad,126,8.0,8.01,7.65
trilogia-de-la-fundacion,117,6.0,5.86,6.77
el-mazo-de-kharas-las-cronicas-perdidas-i,126,5.0,5.15,7.48
el-fuego,1577,2.0,2.51,2.6
el-diario-de-ana-frank,22,9.0,8.4,7.51
aurora-roja,253,9.0,8.77,7.88
angeles-y-demonios,205,8.0,8.04,6.26
las-cuatro-despues-de-medianoche,125,4.0,4.44,6.84
las-pruebas-el-corredor-del-laberinto-2,865,9.0,8.73,9.03
a-sangre-fria,312,7.0,7.06,6.92
la-mitad-oscura,44,6.0,6.27,6.42
la-biblia-de-neon,248,7.0,7.01,6.15
el-sobrino-del-mago-las-cronicas-de-narnia-i,124,6.0,6.66,7.18
los-viajes-de-tuf,233,8.0,8.06,7.71
el-perro-del-hortelano,102,6.0,6.23,6.8
wonder-la-leccion-de-august,2103,10.0,9.62,9.57
el-senor-presidente,253,8.0,7.72,7.88
el-jardin-de-la-oca,151,6.0,5.71,5.73
la-reina-sin-espejo,35,7.0,7.15,7.51
la-milla-verde-el-pasillo-de-la-muerte,63,10.0,9.64,8.15
el-libro-de-las-almas,271,7.0,6.99,7.11
en-las-fauces-del-leon,277,6.0,6.1,7.1
los-pacientes-del-doctor-garcia-episodios-de-una-guerra-interminable-4,142,6.0,6.2,7.44
adrianopolis-el-fin-del-imperio-romano,161,6.0,6.21,7.51
el-coleccionista-de-amantes,120,5.0,5.1,6.79
el-juego-del-angel-el-cementerio-de-los-libros-olvidados-2,130,8.0,7.41,6.2
la-habitacion-de-invitados,88,8.0,7.87,7.25
lo-mejor-de-zipi-zape,62,8.0,7.88,6.97
los-hombres-que-no-amaban-a-las-mujeres-millennium-i,1924,10.0,9.78,9.23
memento-mori-2,1723,8.0,7.92,8.19
hombres-buenos,307,6.0,6.61,7.42
canta-irlanda-un-viaje-por-la-isla-esmeralda,21,6.0,6.06,6.99
aura,253,8.0,8.04,7.88
el-beso-azul,169,7.0,7.08,6.79
ella-lo-sabe,197,6.0,6.08,6.75
beatus-ille,156,7.0,6.89,6.98
los-santos-inocentes,2002,9.0,8.8,9.15
el-alumno,216,7.0,6.9,7.01
un-calor-tan-cercano,159,6.0,6.13,6.96
battle-royale,1263,8.0,8.11,8.0
aun-esta-oscuro,158,6.0,6.28,7.6
shangai-baby,201,5.0,5.27,7.26
retablo,148,6.0,6.52,7.71
los-buenos-suicidas,228,8.0,7.65,7.25
crimenes-1,277,7.0,7.07,7.1
la-madre-2,296,7.0,6.75,7.0
orlando,220,6.0,5.71,6.69
el-jinete-del-silencio,151,8.0,7.86,7.17
oscuro,77,5.0,5.15,7.25
un-extrano-acecha,44,7.0,6.71,6.73
la-dorotea,258,6.0,6.73,7.61
ines-del-alma-mia,137,8.0,8.04,7.81
la-hija-extranjera,76,9.0,8.74,7.41
juegos-de-ingenio-1,176,8.0,7.51,7.07
el-asirio,171,7.0,7.0,7.75
no-soy-un-monstruo,49,8.0,7.99,7.67
cornelia,44,7.0,7.22,7.1
el-proceso,601,8.0,7.63,6.1
loba-negra,292,6.0,6.35,8.18
retrato-en-sepia,65,5.0,5.24,6.6
relatos-de-gatos,273,9.0,8.78,7.79
harry-potter-y-las-reliquias-de-la-muerte,203,7.0,7.35,7.96
samarcanda,21,8.0,7.64,6.99
vergara,255,5.0,5.15,6.21
el-club-de-los-viernes-se-reune-de-nuevo,22,6.0,6.27,7.71
una-pagina-dificil-de-arrancar,128,6.0,6.11,6.93
mazurca-para-dos-muertos,199,6.0,6.07,7.05
cuentos-5,3390,10.0,9.56,10.0
la-tregua,37,9.0,9.09,8.16
soy-leyenda,91,10.0,9.11,7.41
feliz-final,93,8.0,7.85,6.55
el-amor-en-los-tiempos-del-colera-2,88,8.0,8.15,7.89
la-caida-de-los-gigantes-the-century-1,282,8.0,7.89,7.84
ardiente-secreto,88,8.0,8.18,7.25
mujeres-que-compran-flores,2410,4.0,5.46,5.83
alejandro-magno-y-las-aguilas-de-roma,235,8.0,7.49,7.9
harry-potter-y-el-prisionero-de-azkaban,201,9.0,8.58,7.98
el-diablo,138,7.0,6.97,7.24
festin-de-cuervos-cancion-de-hielo-y-fuego-4,145,9.0,8.62,7.34
asesinato-en-la-calle-hickory,62,8.0,7.88,6.97
el-umbral-de-la-eternidad-the-century-3,309,8.0,7.81,7.97
el-mercader-de-cafe,60,8.0,7.67,7.02
la-historia-interminable,183,8.0,8.0,7.16
el-caso-del-castillo-de-comper,20,6.0,6.07,6.82
media-vida-2,199,7.0,7.11,7.25
el-principe-destronado,279,9.0,8.85,8.17
los-pilares-de-la-tierra,226,9.0,8.61,9.37
verdes-valles-colinas-rojas-3-las-cenizas-del-hierro,392,10.0,9.07,8.61
los-ritos-del-agua-trilogia-de-la-ciudad-blanca-2,223,7.0,6.56,7.57
la-vida-es-sueno,312,6.0,6.09,6.13
dime-quien-soy-1,110,8.0,7.25,7.71
tirant-lo-blanc,271,4.0,4.19,6.5
pachinko,2400,10.0,9.3,10.0
una-mujer-en-tu-camino,382,8.0,7.69,7.38
la-traicion-de-roma,309,7.0,7.34,8.39
cujo,28,5.0,5.27,6.58
reina-roja,206,6.0,6.08,6.27
dexter-por-dos,28,6.0,6.1,7.1
la-mitad-oscura,28,7.0,6.9,6.79
las-hijas-de-la-tierra,1,10.0,9.4,9.55
la-princesa-de-cleves,305,5.0,5.34,7.04
cuatro-ratones-en-el-salvaje-oeste-stilton-27,88,6.0,6.13,7.25
la-nieta-del-senor-linh,256,8.0,8.32,7.79
los-cuerpos-extranos,169,7.0,6.94,6.89
el-grito-de-la-tierra,271,7.0,7.01,6.5
el-cuaderno-de-las-flores,82,4.0,4.89,5.57
el-sueno-de-mi-desvelo-historias-de-la-nba-con-nocturnidad,243,7.0,7.25,7.06
la-cadena-rota,151,8.0,7.67,6.81
el-camino-de-su-piel,108,8.0,7.78,7.38
la-sombra-del-viento-el-cementerio-de-los-libros-olvidados-1,261,9.0,8.75,8.95
vivir-1,88,6.0,6.25,7.25
el-senor-de-los-anillos,284,7.0,7.01,7.26
el-fuego-invisible,122,5.0,5.39,5.3
el-resplandor,1267,8.0,8.0,7.76
la-vuelta-al-mundo-en-ochenta-80-dias,106,7.0,7.3,6.71
morder-la-manzana-la-revolucion-sera-feminista-o-no-sera,50,9.0,8.85,6.71
memorias-de-una-geisha,244,8.0,7.4,7.25
reina-roja,8,6.0,6.66,7.5
la-historia-interminable,3099,7.0,7.02,7.52
leer-para-contarlo,62,5.0,5.25,6.97
tierra-en-sombras,29,8.0,7.93,7.38
kavik-el-perro-lobo,233,8.0,7.67,7.71
el-asirio,21,5.0,5.56,6.45
steve-jobs-la-biografia,31,9.0,8.92,6.31
tuareg,218,8.0,7.69,7.58
una-columna-de-fuego-los-pilares-de-la-tierra-3,126,1.0,1.64,6.61
la-senda-del-perdedor,88,8.0,7.97,7.6
materia-oscura-1,833,5.0,5.66,7.0
el-nombre-de-la-rosa,538,10.0,9.86,9.18
dos-monstruos-juntos,22,6.0,5.78,7.71
el-capitan-alatriste-edicion-especial-anotada-por-alberto-montaner,128,4.0,4.23,6.93
inquebrantables,8,5.0,6.24,7.88
el-prisionero-del-cielo-el-cementerio-de-los-libros-olvidados-3,267,3.0,3.47,6.52
carta-blanca,199,6.0,6.08,7.05
ensayo-sobre-la-ceguera,3285,9.0,8.95,9.5
el-invierno-en-tu-rostro,13,1.0,1.4,5.2
diario-de-un-zombie,255,7.0,7.03,6.21
la-hoguera-de-las-vanidades,216,8.0,7.87,7.43
hop-frog,309,7.0,7.11,7.5
vampyr,273,8.0,7.99,7.79
los-viajes-de-gulliver,160,8.0,7.82,8.03
las-hijas-del-frio,85,8.0,7.4,6.72
la-dama-del-perrito,43,8.0,7.66,7.02
el-laberinto-de-las-aceitunas,219,4.0,4.5,6.37
it-eso,80,7.0,7.17,8.7
senor-de-la-guerra-senores-y-vasallos-en-el-siglo-xv,1170,4.0,5.53,7.5
wonder-la-leccion-de-august,2792,10.0,9.53,10.0
la-peste,227,7.0,7.02,6.67
narrativa-completa-volumen-i,28,8.0,7.88,6.41
sin-noticias-de-gurb,260,8.0,7.89,8.5
un-lugar-a-donde-ir,74,8.0,7.51,7.19
el-secreto-egipcio-de-napoleon,102,5.0,5.25,6.8
los-demonios-1,43,8.0,7.74,7.02
patente-de-corso,265,9.0,8.28,8.17
otra-vuelta-de-tuerca,179,5.0,5.21,6.35
el-guardian-entre-el-centeno,44,6.0,5.82,5.94
amy-e-isabelle,201,9.0,8.76,7.26
el-color-de-la-magia-una-novela-del-mundodisco,332,9.0,8.88,6.97
el-amigo-americano,216,8.0,7.79,7.01
el-fuego,336,1.0,1.39,4.66
el-fuego,861,2.0,2.25,4.8
comeclavos,160,7.0,7.06,8.11
brevisima-historia-del-tiempo,306,7.0,6.71,6.47
cosecha-roja,201,9.0,8.79,7.26
el-secreto-de-sofonisba,257,7.0,7.01,6.93
el-amante-de-mi-madre,145,5.0,5.35,6.86
breves-respuestas-a-las-grandes-preguntas,1009,8.0,8.24,8.0
espana-tres-milenios-de-historia,92,8.0,7.94,6.82
los-hombres-que-no-amaban-a-las-mujeres-millennium-i,117,6.0,5.84,6.75
la-loca-de-la-casa,211,6.0,6.26,7.32
la-novia-gitana,155,8.0,7.76,7.08
don-quijote-de-la-mancha,2827,10.0,9.81,10.0
wicked-memorias-de-una-bruja-mala,53,8.0,7.85,6.6
tierra-4,37,4.0,4.33,7.41
el-castillo-de-otranto,346,6.0,5.87,8.06
el-perro-de-terracota,79,9.0,8.71,9.04
el-enigma-de-la-habitacion-622,182,4.0,5.17,7.83
del-amor-y-otros-demonios,265,8.0,7.76,8.01
asterix-y-el-caldero-la-gran-coleccion-13,169,8.0,7.84,6.79
mafalda-6,138,8.0,7.84,7.24
sucedio-en-otono,151,6.0,6.31,6.81
el-libro-troll,86,1.0,1.28,5.65
la-mujer-de-sombra,244,7.0,7.06,7.13
la-busqueda-del-tesoro-1,133,8.0,8.23,9.11
el-lejano-pais-de-los-estanques,1708,6.0,6.27,5.67
a-orillas-del-estado,121,4.0,4.31,6.06
el-laberinto-de-los-espiritus-el-cementerio-de-los-libros-olvidados-4,382,7.0,7.35,7.9
veinte-mil-20000-leguas-de-viaje-submarino,68,6.0,6.08,6.22
la-nena,835,8.0,8.62,9.76
las-puertas-de-fuego,133,10.0,9.7,9.11
4-3-2-1,2176,8.0,7.65,7.56
buenas-tardes-a-las-cosas-de-aqui-abajo,204,6.0,6.03,6.39
en-la-casa-del-padre,279,7.0,7.18,7.57
thor-la-lucha-por-asgard-ii,102,8.0,7.82,6.8
la-noche-del-miedo,143,7.0,7.02,7.1
el-prisionero-del-cielo-el-cementerio-de-los-libros-olvidados-3,229,7.0,7.34,7.54
el-guardian-invisible-trilogia-del-baztan-1,205,8.0,7.62,6.86
el-jurado-numero-10,92,7.0,6.85,6.82
choque-de-reyes-cancion-de-hielo-y-fuego-2,160,10.0,9.28,8.68
el-caballero-de-los-siete-reinos,15,4.0,4.55,6.62
el-yermo-de-aiel-la-rueda-del-tiempo-8,126,9.0,8.9,7.48
lo-que-encontre-bajo-el-sofa,32,8.0,7.92,8.09
mundo-anillo,823,6.0,6.08,6.35
el-libro-mas-bello-del-mundo-y-otras-historias,155,7.0,6.95,6.85
el-futbol-a-sol-y-sombra,250,8.0,7.79,7.8
la-princesa-prometida,408,9.0,8.78,7.63
choque-de-reyes-cancion-de-hielo-y-fuego-2,1542,8.0,7.38,6.05
la-increible-y-triste-historia-de-la-candida-erendira-y-de-su-abuela-desalmada,8,9.0,8.48,7.88
el-viejo-y-el-mar,58,7.0,7.31,6.33
adios-1,242,7.0,7.12,6.94
la-sombra-del-viento-el-cementerio-de-los-libros-olvidados-1,232,9.0,8.48,8.81
la-cruz-invertida,300,6.0,5.87,6.68
quien-mato-a-palomino-molero,201,8.0,7.76,6.98
soldados-de-salamina,206,7.0,7.09,6.61
ser-feliz-era-esto,182,9.0,8.51,7.84
despues-de-ti,249,7.0,6.83,6.33
el-relojero-de-la-puerta-del-sol,1045,8.0,7.81,7.67
las-manzanas,35,8.0,7.58,7.47
el-mapa-del-tiempo,1308,9.0,8.78,8.93
pideme-lo-que-quieras-y-yo-te-lo-dare,120,6.0,5.99,6.79
cazadora-oscura,230,10.0,9.48,7.65
el-nombre-de-la-rosa,482,9.0,8.91,8.11
calypso-1,105,7.0,7.09,7.13
la-novia-gitana,298,8.0,7.87,7.62
el-eco-negro,45,8.0,7.84,7.07
el-talento-de-mr-ripley-a-pleno-sol,216,8.0,7.95,7.11
los-silencios-de-fuego,32,6.0,6.21,7.44
el-cuaderno-de-paula,225,6.0,6.45,7.29
el-diario-de-ana-frank,492,6.0,5.71,6.87
rimas-y-leyendas,230,6.0,6.52,7.86
la-espada-del-arcangel,299,9.0,8.89,7.72
el-gran-gatsby,514,8.0,7.85,7.74
la-red-purpura,1777,9.0,8.81,9.77
personas-desconocidas,563,6.0,7.0,6.94
los-senores-del-tiempo-trilogia-de-la-ciudad-blanca-3,236,10.0,9.78,8.33
cumbres-borrascosas,67,8.0,7.89,7.77
vienen-cuando-hace-frio,82,3.0,3.36,5.57
oriente-medio-oriente-roto-tras-las-huellas-de-una-herida-abierta,234,7.0,6.75,6.7
el-umbral-de-la-noche,242,7.0,6.99,6.94
felicidad-10,288,6.0,6.04,6.92
un-mundo-feliz,41,5.0,5.14,6.84
el-medico,111,8.0,7.84,8.34
leal,721,8.0,8.02,7.99
el-laberinto-prohibido,176,7.0,7.02,7.07
habiamos-ganado-la-guerra,201,8.0,7.85,7.26
las-leyes-de-la-frontera,269,7.0,7.41,8.06
forastera,85,6.0,6.36,6.56
la-chica-que-lo-tenia-todo,209,6.0,6.13,6.63
contagio-la-evolucion-de-las-pandemias,3005,7.0,7.34,7.0
la-novia-gitana,44,7.0,7.07,6.89
la-dama-de-las-camelias,586,7.0,7.82,8.38
cuando-sale-la-reclusa,88,8.0,7.7,7.25
las-horas-distantes,295,6.0,6.21,7.81
hija-de-la-fortuna,169,8.0,7.8,7.44
los-mensajes-de-los-sabios,181,5.0,5.25,7.56
vida-y-costumbres-en-la-edad-media,300,5.0,5.2,6.68
ubik,85,7.0,6.92,6.77
los-caminantes-necropolis,271,6.0,6.07,5.95
el-dia-que-selma-sono-con-un-okapi,22,9.0,8.68,7.71
el-mapa-del-tiempo,93,8.0,8.07,6.98
la-catedral-del-mar,263,9.0,8.98,8.54
el-manipulador,30,7.0,7.16,7.63
tomates-verdes-fritos,201,9.0,8.83,7.26
el-talisman,28,7.0,7.01,7.1
la-sonrisa-etrusca,92,8.0,7.93,7.57
la-verdad-sobre-el-caso-harry-quebert,169,8.0,7.88,7.7
enigmas-y-misterios-de-madrid,273,8.0,8.02,7.79
el-burlador-de-sevilla,312,5.0,5.27,6.07
el-diario-de-ana-frank,1394,9.0,8.82,8.87
el-invitado-de-dracula,273,8.0,7.98,7.79
el-amor-en-los-tiempos-del-colera-2,117,6.0,6.04,7.24
el-pozo-de-la-ascension-nacidos-de-la-bruma-mistborn-2,235,8.0,8.32,8.65
los-crimenes-de-la-calle-morgue,1007,8.0,8.21,8.82
el-oro-de-poseidon-la-v-novela-de-marco-didio-falco,126,9.0,8.87,7.48
la-noche-en-que-frankenstein-leyo-el-quijote,62,10.0,9.52,7.74
siddhartha,309,6.0,6.98,7.94
los-hombres-que-no-amaban-a-las-mujeres-millennium-i,58,8.0,8.02,7.48
veinte-mil-20000-leguas-de-viaje-submarino,0,7.0,7.09,7.19
la-mirada-de-piedra-una-aventura-de-jaime-azcarate,273,9.0,8.64,7.79
la-ciudad-del-diablo,284,5.0,5.11,6.25
un-milagro-en-equilibrio,145,6.0,6.16,6.86
como-el-viento-entre-los-almendros,235,9.0,8.92,9.07
el-guardian-entre-el-centeno,33,2.0,2.41,6.38
rayuela,67,6.0,6.35,7.35
eramos-unos-ninos,211,7.0,7.11,7.32
el-murmullo-de-las-abejas,40,8.0,7.7,8.45
volver-a-casa-2,168,8.0,7.88,6.65
mi-planta-de-naranja-lima,275,1.0,1.77,6.04
risa-en-la-oscuridad,346,7.0,7.04,8.06
victorias-frustradas,161,8.0,7.93,7.51
el-valle-de-las-sombras-1,126,9.0,8.91,7.48
reina-roja,37,7.0,7.1,7.33
historia-de-una-escalera,201,9.0,8.72,8.01
juntos-libro-1,176,7.0,7.03,7.07
un-oscuro-fin-de-verano,158,7.0,7.08,7.6
el-crimen-del-cine-oriente,169,6.0,6.02,6.79
jurassic-park,235,7.0,7.36,7.67
la-verdad-sobre-el-caso-harry-quebert,37,8.0,7.95,8.13
contrato-con-dios-1,312,8.0,7.82,6.07
los-fuegos-de-otono,88,8.0,7.79,7.25
tormenta-de-espadas-cancion-de-hielo-y-fuego-3,1114,10.0,9.87,10.0
1984,207,8.0,8.35,7.55
el-detective-del-zaidin,216,7.0,7.05,7.01
chaman,41,10.0,9.73,6.97
con-flores-a-maria,216,9.0,8.91,7.01
el-lejano-pais-de-los-estanques,45,7.0,6.95,6.81
robinson-crusoe,253,7.0,7.31,7.85
almas-grises,144,8.0,7.93,7.51
rambo-acorralado-primera-sangre,60,6.0,6.1,7.02
el-club-de-los-mejores,243,7.0,6.92,7.06
protagoras,285,7.0,7.16,7.56
confieso-que-he-vivido,288,9.0,8.59,6.92
el-secreto-del-faro,302,7.0,7.03,7.2
mil-soles-esplendidos,159,8.0,7.94,8.27
policia-harry-hole-10,45,7.0,7.04,7.0
un-juego-para-toda-la-familia,126,10.0,9.8,7.48
las-siete-7-bolas-de-cristal-las-aventuras-de-tintin,141,7.0,6.96,6.69
en-un-rincon-del-alma,154,8.0,7.72,7.1
sisi-emperatriz-contra-su-voluntad,230,8.0,7.83,7.65
el-pensamiento-negativo,786,2.0,3.28,5.13
salome,274,7.0,7.07,7.78
una-habitacion-con-vistas,156,7.0,7.04,6.98
el-juego-del-angel-el-cementerio-de-los-libros-olvidados-2,912,10.0,9.79,9.92
historia-de-dos-ciudades,4,10.0,9.63,6.78
en-las-montanas-de-la-locura,28,8.0,7.78,6.66
cien-por-cien-100-naty-manual-de-estilo-de-naty-abascal-con-vicente-gallart,257,8.0,7.84,6.93
el-angulo-muerto,3371,2.0,3.36,2.0
el-poderoso-thor-tormenta-divina,102,7.0,6.97,6.8
nieve-en-los-bolsillos-alemania-1963,62,8.0,7.89,6.97
cazadores-de-sombras-renacimiento-1-lady-midnight,16,8.0,7.97,8.1
el-buho-que-no-podia-ulular,158,8.0,7.86,7.6
la-reina-margot,126,9.0,9.05,7.48
cuentos-de-navidad-de-charles-dickens,41,8.0,7.86,6.83
ensayo-sobre-la-ceguera,1640,10.0,9.84,9.02
las-cenizas-de-angela,65,6.0,5.78,6.46
corazon-de-ulises,543,8.0,7.78,7.12
la-penultima-verdad,254,6.0,6.28,7.39
el-pajaro-canta-hasta-morir,346,9.0,8.99,8.91
el-tigre-2,169,5.0,4.96,6.02
la-saga-de-los-longevos-la-vieja-familia,35,7.0,7.3,7.55
el-sol-de-breda-alatriste-iii,430,9.0,8.49,8.31
el-jugador-3,248,8.0,7.64,6.59
mujeres-6,141,5.0,5.2,6.69
juego-de-tronos-cancion-de-hielo-y-fuego-1,254,9.0,9.23,8.97
toda-espana-era-una-carcel-memoria-de-los-presos-de-franquismo,4,7.0,6.99,6.57
la-red-purpura,2509,9.0,8.87,10.0
la-caida-de-los-gigantes-the-century-1,98,9.0,8.83,7.77
festin-de-cuervos-cancion-de-hielo-y-fuego-4,107,8.0,8.14,8.22
platero-y-yo,284,6.0,6.37,7.01
homenaje-a-cataluna,161,8.0,8.04,8.18
la-isla,138,6.0,6.32,7.24
el-hombre-en-el-castillo,143,5.0,5.11,5.53
un-perfecto-equilibrio,275,8.0,7.9,6.33
ha-vuelto,1537,4.0,4.73,3.69
la-insoportable-levedad-del-ser,85,5.0,5.38,6.51
la-novia-gitana,244,8.0,8.08,7.44
el-libro-de-los-baltimore,115,9.0,8.7,8.46
la-forja-de-un-rebelde,253,10.0,9.44,7.88
una-mujer-dificil,271,8.0,7.93,6.5
patria,303,10.0,9.49,8.34
mercado-de-espejismos,216,7.0,6.77,7.01
la-historia-interminable,235,8.0,8.01,8.23
el-asombroso-viaje-de-pomponio-flato,93,9.0,8.61,6.28
infamia-1,298,7.0,6.66,7.5
la-isla-del-doctor-moreau,277,5.0,5.35,7.56
tres-manos-en-la-fuente-la-ix-novela-de-marco-didio-falco,35,8.0,7.85,7.56
bomarzo-la-vida-y-aventuras-del-duque-de-orsini-un-visionario-del-renacimiento-italiano,253,7.0,7.13,7.84
los-cuentos-de-beedle-el-bardo,131,7.0,7.1,7.46
la-mujer-del-viajero-en-el-tiempo,120,8.0,8.03,8.38
poesia-13,22,6.0,6.34,7.71
la-reina-sin-espejo,141,8.0,7.99,6.66
a-sangre-y-fuego-heroes-bestias-y-martires-de-espana,62,6.0,6.33,8.23
el-viejo-y-el-mar,760,7.0,6.96,6.7
nosotros-dos,13,6.0,5.99,5.21
atravese-las-bardenas,257,5.0,5.16,6.93
novelas-ejemplares-ii,279,6.0,6.17,7.57
testigo-de-cargo-1,35,7.0,7.2,7.56
tinto-de-verano,88,8.0,7.8,7.25
el-regreso-del-caton,235,7.0,7.09,7.42
la-princesa-de-hielo,158,7.0,6.94,7.25
el-conde-duque-de-olivares,32,7.0,7.04,7.44
after-dark,138,7.0,6.89,7.02
aventuras-de-un-cadaver,203,5.0,5.34,7.08
joe-bar-team-comiendo-asfalto-1,62,8.0,7.86,6.97
las-venas-abiertas-de-america-latina,1652,9.0,8.54,8.93
la-mirada-del-otro,93,4.0,4.2,6.55
memorias-de-una-geisha,312,6.0,6.16,6.14
la-mujer-del-camarote-10,162,8.0,7.92,7.54
armas-germenes-y-acero,253,9.0,8.86,7.88
mentiras-aceptadas,204,4.0,4.25,6.39
la-verdad-sobre-el-caso-harry-quebert,16,10.0,9.62,9.28
la-ofrenda,20,7.0,7.0,6.82
la-sospecha-de-sofia,216,8.0,7.74,6.94
top-comic-pafman-1,62,6.0,6.12,6.97
la-cultivadora-de-rosas,145,6.0,6.06,6.86
misery,77,7.0,7.45,8.02
el-perro-del-hortelano,271,6.0,6.09,6.5
el-senor-de-los-anillos-i-la-comunidad-del-anillo,253,10.0,10.0,8.05
el-extrano-caso-del-dr-jekyll-y-mr-hyde,123,7.0,6.93,7.2
el-ano-del-diluvio,65,6.0,5.85,6.11
un-lugar-a-donde-ir,93,7.0,6.94,6.2
ana,48,9.0,8.66,7.7
ivanhoe,215,7.0,6.71,6.72
la-sombra-del-viento-el-cementerio-de-los-libros-olvidados-1,290,9.0,8.61,9.07
final-de-partida-la-cronica-de-los-hechos-que-llevaron-a-la-abdicacion-de-juan-carlos-i,209,5.0,5.21,6.63
trenes-nocturnos,60,8.0,7.8,7.02
no-sonrias-que-me-enamoro-el-club-de-los-incomprendidos-2,1404,8.0,8.23,7.7
la-mujer-leopardo,88,6.0,6.19,7.25
un-cuento-perfecto,65,1.0,2.05,6.11
entre-limones,271,2.0,2.44,5.16
el-fuego,1805,2.0,2.36,1.5
la-caida-de-los-gigantes-the-century-1,85,7.0,6.99,7.47
tercera-muchacha,92,5.0,5.3,6.82
el-exorcista,265,8.0,7.86,8.79
los-idus-de-marzo-la-conjura-que-acabo-con-la-vida-de-julio-cesar,169,6.0,6.0,6.79
la-maestra-de-piano,128,7.0,6.96,6.93
la-casa-de-bernarda-alba,154,10.0,9.5,7.54
melodia-para-un-forense,151,5.0,5.26,6.81
palido-monstruo,1506,7.0,6.92,7.0
cronica-de-una-muerte-anunciada,244,8.0,7.99,7.6
mas-platon-y-menos-prozac,372,10.0,9.4,7.73
la-frontera-salvaje-1,288,5.0,5.29,6.92
conquistador-iii-los-huesos-de-las-colinas-la-historia-epica-del-gran-conquistador-gengis-khan,171,8.0,8.04,8.27
la-regenta,131,7.0,6.67,8.26
azul-casi-transparente,33,6.0,6.1,7.76
vestigios,1130,6.0,6.52,8.0
las-horas-distantes,181,6.0,6.3,7.81
juan-salvador-gaviota,8,7.0,7.0,6.83
los-hijos-de-anansi,102,9.0,8.72,6.8
el-guardian-entre-el-centeno,156,8.0,7.55,7.37
el-fugitivo,0,9.0,8.47,7.56
el-archivo-de-las-tormentas-i-el-camino-de-los-reyes,2933,9.0,8.81,8.97
hay-alguien-ahi-fuera,163,7.0,6.89,6.29
de-amor-y-de-sombra,100,6.0,6.12,6.48
letra-y-solfa-cine,274,6.0,6.56,7.78
la-templanza,169,6.0,6.1,6.63
mi-dieta-cojea,161,5.0,5.4,7.51
el-simbolo-perdido,2871,8.0,7.84,7.08
la-isla-de-alice,115,9.0,8.85,7.91
el-camino,111,9.0,8.81,8.36
un-mal-paso,665,7.0,6.31,5.64
al-calor-del-verano,13,5.0,5.06,5.21
papa-goriot,258,7.0,7.43,7.61
tokio-blues-norwegian-wood,288,9.0,8.62,7.56
el-dia-antes-de-la-felicidad,88,7.0,7.05,7.25
un-mundo-feliz,1331,10.0,9.57,8.96
demian-historia-de-la-juventud-de-emil-sinclair,201,6.0,6.21,7.12
un-mundo-feliz,1308,8.0,8.13,8.74
nocturna-trilogia-de-la-oscuridad-i,282,6.0,6.24,6.83
cazadores-de-sombras-4-ciudad-de-los-angeles-caidos,60,6.0,6.02,7.02
mitologias-2,62,6.0,6.11,6.97
el-baile-de-la-victoria,216,6.0,5.97,7.01
la-vida-del-buscon,312,6.0,6.1,5.9
cuentos-de-eva-luna,273,8.0,7.84,7.61
como-de-la-familia,271,6.0,6.06,6.5
cumbres-borrascosas,248,6.0,5.7,6.57
todas-las-almas,128,7.0,6.99,6.93
rabia-1,0,8.0,7.61,6.69
memorias-de-un-amante-sarnoso,22,6.0,6.21,7.71
madre-e-hija,220,6.0,6.19,6.69
las-cruzadas-vistas-por-los-arabes,21,8.0,7.69,6.99
me-muero-por-ir-al-cielo,151,7.0,6.9,6.81
un-mundo-feliz,290,9.0,8.66,7.85
los-hombres-que-no-amaban-a-las-mujeres-millennium-i,978,8.0,7.93,6.92
al-cerrar-la-puerta,20,3.0,3.43,6.21
el-secreto-de-la-modelo-extraviada,216,5.0,5.65,7.23
hablando-con-los-muertos,216,7.0,6.98,7.01
porno,261,8.0,8.03,8.15
los-confines-del-silencio,304,7.0,7.01,6.06
el-simbolo-perdido,1985,5.0,4.94,4.04
franquismo-s-a,87,6.0,6.22,6.28
la-flotante-san-cristobal-el-gran-sitio-de-gibraltar,126,10.0,9.92,7.48
si-tu-me-dices-ven-lo-dejo-todo-pero-dime-ven,981,7.0,7.0,6.21
los-desposeidos,37,7.0,7.15,7.38
no-hay-que-morir-dos-veces,155,8.0,7.76,6.85
choque-de-reyes-cancion-de-hielo-y-fuego-2,28,9.0,8.39,7.43
cien-anos-de-soledad-y-un-homenaje-discursos-de-gabriel-garcia-marquez-y-carlos-fuentes,197,5.0,5.4,6.66
tumbas-sin-nombre-una-tragedia-un-misterio-una-investigacion,139,8.0,7.82,7.01
el-principito,178,7.0,7.05,8.88
apariciones-del-mas-alla,139,7.0,6.93,7.01
la-sombra-del-gigante,232,6.0,6.26,7.35
la-sombra-del-aguila,143,5.0,5.32,7.28
instrumental-memorias-de-musica-medicina-y-locura,276,8.0,7.79,7.84
el-silmarillion,169,6.0,6.1,5.43
iacobus,61,6.0,6.01,5.97
lain-el-bastardo,260,9.0,8.92,8.46
los-besos-en-el-pan,22,8.0,7.69,7.63
los-hombres-que-no-amaban-a-las-mujeres-millennium-i,220,7.0,6.91,6.91
el-imperio-de-los-dragones,161,7.0,7.0,7.51
la-caida-de-los-gigantes-the-century-1,127,7.0,7.58,8.57
rebelion-en-la-granja,599,9.0,8.79,9.37
