id,title,year,imdbID,rtID
8628,Search and Destroy,1995,114371,1062111-search_and_destroy
8629,The Book of Life,1998,167059,book_of_life
8630,Such a Long Journey,1998,120848,such-a-long-journey
8631,"Maxed Out: Hard Times, Easy Credit and the Era of Predatory Lenders",2006,762117,maxed-out
8632,Secret Society,2000,217788,secret_society
8633,The Last Starfighter,1984,87597,last_starfighter
8634,Tank Girl,1995,114614,tank_girl
8635,Ultimo mondo cannibale,1977,78437,jungle_holocaust
8636,Spider-Man,2002,145487,citizen-pinoy-the-basic-questions
8637,America's Heart and Soul,2004,381006,soul
8638,Before Sunset,2004,381681,before_sunset
8639,The Clearing,2004,331952,clearing
8640,King Arthur,2004,349683,1133964-king_arthur
8642,Sleepover,2004,368975,sleepover
8643,Another Cinderella Story,2008,1071358,another_cinderella_story
8644,"I, Robot",2004,343818,domain-of-murder
8645,Maria Full of Grace,2004,390221,maria_full_of_grace
8647,Follow That Dream,1962,55992,follow_that_dream
8648,La niña de tus ojos,1998,158030,girl_of_your_dreams
8649,Gray Lady Down,1978,77629,gray_lady_down
8650,Long Day's Journey Into Night,1962,56196,1012647-long_days_journey_into_night
8651,Man of La Mancha,1972,68909,man-of-la-mancha
8652,The Night of the Following Day,1968,64728,night_of_the_following_day
8653,Posse,1993,107863,1043958-posse
8654,Prince Valiant,1954,47365,1033462-prince_valiant
8655,Rustlers' Rhapsody,1985,89945,rustlers_rhapsody
8656,Krótki film o zabijaniu,1988,95468,short_film_about_killing
8657,The Tin Star,1957,51087,tin_star
8658,Zandalee,1991,101004,zandalee
8659,Brève traversée,2001,299594,brief_crossing
8660,Potop,1974,72021,deluge
8661,How the West Was Won,1962,56085,how_the_west_was_won
8662,Joan of Arc,1999,151137,messenger_the_story_of_joan_of_arc
8663,Live Forever,2003,358569,live_forever
8664,Mr. Klein,1976,74916,monsieur-klein-1976
8665,The Bourne Supremacy,2004,372183,bourne_supremacy
8666,Catwoman,2004,327554,catwoman
8667,A Home at the End of the World,2004,359423,home_at_the_end_of_the_world
8668,Some Girls,1988,98356,some_girls
8669,Stay Hungry,1976,75268,stay_hungry
8670,Das Testament des Dr. Mabuse,1933,23563,testament_of_dr_mabuse
8671,Zus & zo,2001,245157,zus-zo-hotel-paraiso
8672,Battle Hymn,1957,50171,battle_hymn
8673,Crash Dive,1943,35763,1048119-crash_dive
8674,Disco Pigs,2001,236157,disco-pigs
8675,The Enemy Below,1957,50356,enemy_below
8676,Fist of the North Star,1995,113074,fist-of-the-north-star1995
8677,Flash Gordon Conquers the Universe,1940,32475,flash-gordon-conquers-the-universe
8678,Guns of the Magnificent Seven,1969,64395,guns_of_the_magnificent_seven
8679,The Deer Hunter,1978,77416,deer_hunter
8680,Tras el cristal,1987,90197,in-a-glass-cage
8681,Lancelot du Lac,1974,71737,lancelot_of_the_lake
8682,The Last Valley,1971,65969,last_valley
8683,The Magnificent Seven Ride!,1972,68897,magnificent_seven_ride
8684,Un condamné à mort s'est échappé ou Le vent souffle où il veut,1956,49902,man_escaped
8685,Marcelino pan y vino,1955,47216,miracle_of_marcelino
8686,Morituri,1965,59470,morituri
8687,Orgy of the Dead,1965,54240,orgy_of_the_dead
8688,Shalako,1968,63592,shalako
8689,Shock to the System,2006,780606,shock_to_the_system
8690,Slaughterhouse-Five,1972,69280,slaughterhouse_five
8692,Wake Island,1942,35530,wake_island
8693,What Price Glory,1952,45323,1023438-what_price_glory
8694,You Were Never Lovelier,1942,35583,you_were_never_lovelier
8695,The Bachelor and the Bobby-Soxer,1947,39169,bachelor_and_the_bobbysoxer
8696,Breezy,1973,69822,breezy
8697,En la ciudad sin límites,2002,311072,la-ciudad-sin-limites
8698,The Comfort of Strangers,1990,99292,comfort_of_strangers
8699,Dancing in September,2000,219636,dancing_in_september
8700,Destination Tokyo,1943,35799,destination_tokyo
8701,Dr. Jekyll and Ms. Hyde,1995,112895,dr_jekyll_and_ms_hyde
8702,Dream Lover,1993,109665,1052200-dream_lover
8703,Fausto 5.0,2001,299873,fausto-50
8704,For Queen & Country,1988,97373,for-queen-and-country
8705,Funny About Love,1990,99623,funny_about_love
8706,The Greatest Game Ever Played,2005,388980,greatest_game_ever_played
8708,Hometown Legend,2002,260695,hometown_legend
8709,How I Got Into College,1989,97530,how_i_got_into_college
8710,Map of the Human Heart,1993,104812,map_of_the_human_heart
8711,Mr. Blandings Builds His Dream House,1948,40613,mr-blandings-builds-his-dream-house
8712,My Favorite Wife,1940,29284,my_favorite_wife
8713,The New Adventures of Pippi Longstocking,1988,93744,new_adventures_of_pippi_longstocking
8714,Night and Day,1946,38776,1015000-night_and_day
8715,No Name on the Bullet,1959,52002,no_name_on_the_bullet
8716,The Plainsman,1936,28108,plainsman
8718,The Snake Pit,1948,40806,snake_pit
8719,The Spoilers,1942,35369,1019653-spoilers
8720,Super Size Me,2004,390521,food-and-culture
8721,Tai-Pan,1986,92042,taipan
8722,Two of a Kind,1983,86494,1022225-two_of_a_kind
8723,The 13th Warrior,1999,120657,13th_warrior
8724,Il gattopardo,1963,57091,posto
8725,"Goodbye, Columbus",1969,64381,goodbye_columbus
8726,The President's Analyst,1967,62153,presidents_analyst
8727,The Day of the Locust,1975,72848,day_of_the_locust
8728,The Creeping Flesh,1973,68424,creeping_flesh
8729,Un amour de Swann,1984,88315,swann_in_love
8730,To End All Wars,2001,243609,to_end_all_wars
8731,Moulin Rouge!,2001,203009,1107863-moulin_rouge
8732,The Belly of an Architect,1987,92637,belly_of_an_architect
8733,Nid de guêpes,2002,280990,1132155-nest
8734,Love Happy,1949,41604,love_happy
8735,High School Confidential!,1958,51724,high_school_confidential
8736,Out of the Blue,1980,81291,out-of-the-blue-no-looking-back
8737,Crimetime,1996,115976,crimetime
8738,Une femme est une femme,1961,55572,a-woman-is-a-woman
8739,Mamma Roma,1962,56215,mamma_roma
8740,Donzoko,1957,50330,lower_depths
8741,Ruby Cairo,1993,107999,ruby-cairo
8742,Night Patrol,1984,87795,1015060-night_patrol
8743,Biggles,1986,90729,biggles-adventures-in-time
8744,Fancy Pants,1950,42447,fancy_pants
8745,The World of Suzie Wong,1960,54483,world_of_suzie_wong
8746,King of the Ants,2003,328031,1132084-king_of_the_ants
8747,Uncle Sam,1997,118025,uncle_sam
8748,"Ieri, oggi, domani",1963,57171,yesterday_today_and_tomorrow
8749,La belle noiseuse,1991,101428,la_belle_noiseuse
8751,Deadly Is the Female,1950,42530,1031278-gun_crazy
8752,The Set-Up,1949,41859,setup
8753,Unprecedented: The 2000 Presidential Election,2002,346091,recount-democracy
8754,The Prime of Miss Jean Brodie,1969,64840,prime_of_miss_jean_brodie
8755,Il mio viaggio in Italia,1999,173772,my_voyage_to_italy
8756,The North Avenue Irregulars,1979,79639,north_avenue_irregulars
8757,Lovers and Other Strangers,1970,66016,lovers_and_other_strangers
8758,Kotch,1971,67314,kotch
8759,Greyfriars Bobby: The True Story of a Dog,1961,54944,greyfriars_bobby
8760,Side Out,1990,100613,side_out
8761,The Three Lives of Thomasina,1964,57579,three_lives_of_thomasina
8762,"No Deposit, No Return",1976,74968,no_deposit_no_return
8763,"The One and Only, Genuine, Original Family Band",1968,63389,one_and_only_genuine_original_family_band
8765,This Gun for Hire,1942,35432,1021269-this_gun_for_hire
8766,Black Angel,1946,38360,1080192-black_angel
8767,The Big Clock,1948,40160,big_clock
8768,CrissCross,1992,104027,crisscross
8769,The Fifth Musketeer,1979,79152,fifth_musketeer
8770,Evilspeak,1981,82346,evilspeak
8771,Terror by Night,1946,39017,sherlock_holmes_in_terror_by_night
8772,The Spy Who Came in from the Cold,1965,59749,spy_who_came_in_from_the_cold
8773,Sherlock Holmes and the Secret Weapon,1943,35317,sherlock_holmes_and_the_secret_weapon
8774,The Woman in Green,1945,38259,sherlock_holmes_and_the_woman_in_green
8775,The Counterfeit Traitor,1962,55871,counterfeit_traitor
8777,Roadkill,1989,98209,
8778,Dressed to Kill,1946,38494,sherlock_holmes_in_dressed_to_kill
8779,Bon voyage,2003,310778,1130780-bon_voyage
8780,The Assassination Bureau,1969,64045,assassination_bureau
8781,The Manchurian Candidate,1962,56218,1013227-manchurian_candidate
8782,Thunderbirds,2004,167456,thunderbirds
8783,The Village,2004,368447,village
8784,Garden State,2004,333766,garden_state
8785,Bakushû,1951,43313,early_summer
8786,Le quai des brumes,1938,30643,
8787,Thunderbirds Are GO,1966,61094,thunderbirds_are_go
8788,Thunderbird 6,1968,63694,thunderbirds_6
8789,Castle Keep,1969,64137,castle_keep
8790,Revengers Tragedy,2002,286921,1134283-revengers_tragedy
8791,Sip si 32 dou,1996,115665,beyond_hypothermia
8792,Octane,2003,323465,pulse2004
8793,PTU,2003,250638,ptu
8794,Neokonchennaya pyesa dlya mekhanicheskogo pianino,1977,76446,unfinished_piece_for_player_piano
8795,Musa,2001,275083,musa-the-warrior
8796,A Funny Thing Happened on the Way to the Forum,1966,60438,funny_thing_happened_on_the_way_to_the_forum
8797,Death of a Salesman,1985,89006,1005521-death_of_a_salesman
8798,Collateral,2004,369339,collateral
8799,Little Black Book,2004,361841,
8800,Code 46,2003,345061,code_46
8801,In the Soup,1992,104503,1042122-in_the_soup
8803,Aoi haru,2001,309291,blue_spring
8804,Une affaire de femmes,1988,96336,story_of_women
8805,Juyuso seubgyuksageun,1999,262246,attack-the-gas-station
8806,The Mask,1994,110475,1053779-mask
8807,Harold & Kumar Go to White Castle,2004,366551,harold_and_kumar_go_to_white_castle
8808,The Princess Diaries 2: Royal Engagement,2004,368933,princess_diaries_2_royal_engagement
8809,Danny Deckchair,2003,337960,danny_deckchair
8810,AVP: Alien vs. Predator,2004,370263,alien_vs_predator
8811,Yûgiô Duel Monsters: Hikari no pyramid,2004,403703,yugioh
8812,Novo,2002,291392,novo
8813,We Don't Live Here Anymore,2004,361309,we_dont_live_here_anymore
8814,Without a Paddle,2004,364751,without_a_paddle
8815,Exorcist: The Beginning,2004,204313,exorcist_the_beginning
8818,It Happened at the World's Fair,1963,57191,it_happened_at_the_worlds_fair
8821,Harum Scarum,1965,59255,harum_scarum
8822,The Spaceman and King Arthur,1979,80062,unidentified_flying_oddball
8823,The Sting II,1983,86370,sting_2
8825,Cheerleader Camp,1988,92744,
8826,Ressources humaines,1999,220726,human_resources
8827,Bill Cosby: Himself,1983,83652,bill_cosby_himself
8828,Dead Ringers,1988,94964,dead_ringers
8829,Benji: Off the Leash!,2004,315273,1134850-benji_off_the_leash
8830,Anacondas: The Hunt for the Blood Orchid,2004,366174,anacondas_the_hunt_for_the_blood_orchid
8831,Suspect Zero,2004,324127,suspect_zero
8832,Tian di ying xiong,2003,374330,warriors_of_heaven_and_earth
8833,Vanity Fair,2004,241025,vanity_fair
8834,The Cookout,2004,380277,cookout
8835,Paparazzi,2004,338325,paparazzi
8836,Wicker Park,2004,324554,wicker_park
8837,Trigger Man,2007,814365,trigger_man
8838,Alice Doesn't Live Here Anymore,1974,71115,alice_doesnt_live_here_anymore
8839,The Mangler,1995,113762,mangler
8840,I Call First,1967,63803,whos_that_knocking_at_my_door
8841,Seeing Other People,2004,362129,seeing_other_people
8842,Past Midnight,1991,105108,past_midnight
8843,A Million to Juan,1994,110518,million_to_juan
8844,Amator,1979,78763,camera_buff
8845,Bez konca,1985,86961,no_end
8846,Highwaymen,2004,339147,1127803-highwaymen
8847,Graffiti Bridge,1990,99691,graffiti_bridge
8848,I vitelloni,1953,46521,i_vitelloni
8849,Under the Cherry Moon,1986,92133,under_the_cherry_moon
8850,Flipper,1996,116322,1070621-flipper
8851,Smile,2005,397103,10005057-smile
8852,Lord Jim,1965,59399,lord-jim
8853,A Small Circle of Friends,1980,81528,small_circle_of_friends
8854,Night of the Demons III,1997,116073,night_of_the_demons_3
8855,Witchboard,1986,90327,witchboard
8856,Roller Boogie,1979,79822,roller_boogie
8858,The Apple,1980,80380,1001131-apple
8859,Superbabies: Baby Geniuses 2,2004,270846,super_babies_baby_geniuses_2
8860,Cellular,2004,337921,cellular
8861,Resident Evil: Apocalypse,2004,318627,resident_evil_apocalypse
8862,Criminal,2004,362526,10003276-criminal
8864,Mr 3000,2004,339412,mr_3000
8865,Sky Captain and the World of Tomorrow,2004,346156,sky_captain
8866,Wimbledon,2004,360201,wimbledon
8867,Anatomie de l'enfer,2004,348529,anatomy_of_hell
8868,Head in the Clouds,2004,338097,head_in_the_clouds
8869,First Daughter,2004,361620,first_daughter
8870,The Forgotten,2004,356618,forgotten
8871,The Last Shot,2004,357054,last_shot
8872,A Dirty Shame,2004,365125,adictos_2005
8873,Diarios de motocicleta,2004,318462,motorcycle_diaries
8874,Shaun of the Dead,2004,365748,shaun_of_the_dead
8875,"Come Back, Little Sheba",1952,44509,come_back_little_sheba
8876,The Black Orchid,1958,52631,black_orchid
8878,Class of Nuke 'Em High Part II: Subhumanoid Meltdown,1991,101591,class_of_nuke_em_high_2_subhumanoid_meltdown
8879,Murder on the Orient Express,1974,71877,murder_on_the_orient_express
8880,The Mask,1994,110475,1053779-mask
8881,Alexander's Ragtime Band,1938,29852,alexanders_ragtime_band
8882,The Boston Strangler,1968,62755,1002939-boston_strangler
8883,The Last Flight of Noah's Ark,1980,81031,last_flight_of_noahs_ark
8884,The Man with One Red Shoe,1985,89543,man_with_one_red_shoe
8885,The Sentinel,2006,443632,sentinel
8886,Sssssss,1973,70622,sssssss
8887,Whispers in the Dark,1992,105811,whispers_in_the_dark
8889,The Legacy,1978,79450,1012162-legacy
8890,The Alligator People,1959,52549,alligator_people
8891,"See No Evil, Hear No Evil",1989,98282,see_no_evil_hear_no_evil
8892,Basket Case 3: The Progeny,1992,103773,
8893,Basket Case 2,1990,99108,basket_case_2
8894,Orca,1977,76504,orca_the_killer_whale
8895,AKA,2002,317052,1134304-aka
8896,I Married a Monster from Outer Space,1958,51756,i-married-a-monster-from-outer-space
8897,The Trojan Women,1971,67881,trojan_women
8898,Robinson Crusoe,1997,117496,1110937-robinson_crusoe
8899,Hardcore,1979,79271,1009219-hardcore
8900,Watermelon Man,1970,66550,watermelon_man
8901,Flashpoint,2008,1059475,
8902,Bug,2006,470705,bug
8903,Planet Terror,2007,1077258,planet_terror
8905,1492: Conquest of Paradise,1992,103594,1492_conquest_of_paradise
8906,Cannibal Holocaust,1980,78935,cannibal_holocaust
8907,Shark Tale,2004,307453,shark_tale
8908,Ladder 49,2004,349710,the-art-of-russell-oberlin2004
8909,Black Cloud,2004,363475,
8910,I Heart Huckabees,2004,356721,i_heart_huckabees
8911,Raise Your Voice,2004,361696,raise_your_voice
8912,Taxi,2004,316732,taxi
8913,Around the Bend,2004,384810,around_the_bend
8914,Primer,2004,390384,primer
8915,Stage Beauty,2004,368658,coming-to-the-stage
8916,Shall We Dance,2004,358135,shall_we_dance
8917,Team America: World Police,2004,372588,team_america_world_police
8918,Eulogy,2004,349416,eulogy
8919,P.S.,2004,380609,ps
8920,The Country Girl,1954,46874,1004798-country_girl
8921,The Rose Tattoo,1955,48563,rose_tattoo
8922,Epidemic,1987,92972,epidemic
8923,Tess,1979,80009,tess
8924,I Wanna Hold Your Hand,1978,77714,i_wanna_hold_your_hand
8925,Spinning Boris,2003,324619,spinning-boris
8926,Circle of Iron,1978,78975,circle_of_iron
8927,The Cannonball Run,1981,82136,cannonball_run
8928,Dance of the Vampires,1967,61655,fearless_vampire_killers_or_pardon_me_but_your_teeth_are_in_my_neck
8929,Black Beauty,1994,109279,1126533-black_friday
8930,De fem benspænd,2003,354575,five_obstructions
8931,Born Rich,2003,342143,born-rich2003
8932,It's Alive,1974,71675,its_alive_unrated
8933,Le déclin de l'empire américain,1986,90985,le-declin-de-lempire-americain
8934,Bébé's Kids,1992,103783,bebes_kids
8935,All I Want for Christmas,1991,101301,1039460-all_i_want_for_christmas
8936,La vie et rien d'autre,1989,98596,life_and_nothing_but
8937,Friday Night Lights,2004,390022,friday_night_lights
8938,Tarnation,2003,390538,tarnation
8939,The Final Cut,2004,364343,final_cut
8941,Riding the Bullet,2004,355954,riding-the-bullet
8942,Spin,2003,362174,1137336-1137336-spin
8943,Being Julia,2004,340012,being_julia
8944,The Dust Factory,2004,329030,dust_factory
8945,Thérèse,1986,92090,therese
8946,Surviving Christmas,2004,252028,surviving_christmas
8947,The Grudge,2004,391198,grudge
8948,Alfie,2004,375173,alfie
8949,Sideways,2004,375063,sideways
8950,The Machinist,2004,361862,machinist
8951,Vera Drake,2004,383694,vera_drake
8952,Duo luo tian shi,1995,112913,fallen_angels_hong_kong
8954,Lightning in a Bottle,2004,396705,1136293-lightning_in_a_bottle
8955,Undertow,2004,360130,undertow
8956,Enduring Love,2004,375735,enduring_love
8957,Saw,2004,387564,saw
8958,Ray,2004,350258,ray
8959,Birth,2004,337876,birth
8960,Voices of Iraq,2004,430745,1164418-voices_of_iraq
8961,The Incredibles,2004,317705,down-syndrome-the-first-18-months2004
8962,Fade to Black,1980,80711,1006975-fade_to_black
8963,It's All About Love... og Thomas Vinterberg,2003,345449,
8964,Callas Forever,2002,274407,
8965,The Polar Express,2004,338348,polar_express
8966,Kinsey,2004,362269,kinsey
8967,Seed of Chucky,2004,387575,seed_of_chucky
8968,After the Sunset,2004,367479,after_the_sunset
8969,Bridget Jones: The Edge of Reason,2004,317198,bridget_jones_the_edge_of_reason
8970,Finding Neverland,2004,308644,finding_neverland
8971,Veer-Zaara,2004,420332,1195356-veer_zaara
8972,National Treasure: Book of Secrets,2007,465234,national-treasure-2-book-of-secrets
8973,La mala educación,2004,275491,bad_education
8974,The SpongeBob SquarePants Movie,2004,345950,spongebob_squarepants_movie
8976,San-Antonio,2004,375040,770872734
8977,Alexander,2004,346491,alexander
8978,Christmas with the Kranks,2004,388419,christmas_with_the_kranks
8979,Guerrilla: The Taking of Patty Hearst,2004,390299,guerrilla-the-taking-of-patty-hearst
8980,Notre musique,2004,360845,notre_musique
8981,Closer,2004,376541,closer
8982,I Am David,2003,327919,i_am_david
8983,Shi mian mai fu,2004,385004,house_of_flying_daggers
8984,Ocean's Twelve,2004,349903,oceans_twelve
8985,Blade: Trinity,2004,359013,blade_trinity
8986,The Bellboy,1960,53644,bellboy
8987,Le monde selon Bush,2004,416043,monde-selon-bush-le
8988,Cinderfella,1960,53716,cinderfella
8989,Damn Yankees!,1958,51516,1005152-damn_yankees
8990,The Delicate Delinquent,1957,50301,delicate_delinquent
8991,The Disorderly Orderly,1964,58018,
8992,The Errand Boy,1961,54853,errand_boy
8993,The Family Jewels,1965,59166,family_jewels
8994,The Ladies Man,2000,213790,1101029-ladies_man
8995,Doing Time for Patsy Cline,1997,119002,1157715-doing_time_for_patsy_cline
8996,Stateside,2004,339727,stateside
8997,The Stooge,1952,45192,stooge
8998,That's Entertainment!,1974,72272,thats_entertainment
8999,"That's Entertainment, Part II",1976,75323,thats-entertainment-2
9000,That's Entertainment! III,1994,111408,thats-entertainment-iii
9001,The Wackiest Ship in the Army,1960,54453,wackiest_ship_in_the_army
9002,Alexander,2004,346491,alexander
9003,Conquest of Space,1955,47947,1040442-conquest_of_space
9004,D.A.R.Y.L.,1985,88979,daryl
9005,Fire in the Sky,1993,106912,fire_in_the_sky
9007,I'll Be Seeing You,1944,36940,1135169-ill_be_seeing_you
9008,The Invisible Man Returns,1940,32635,invisible_man_returns
9009,The Last Minute,2001,275468,
9010,Jeux d'enfants,2003,364517,love_me_if_you_dare
9011,Portrait of Jennie,1948,40705,portrait-of-jennie
9012,Ruby Gentry,1952,45109,ruby_gentry
9013,Secret Honor,1984,88074,secret_honor
9014,Since You Went Away,1944,37280,since_you_went_away
9015,A Slipping-Down Life,1999,162662,slipping-down-life
9017,Oliver Twist,2005,380599,charles-dickens-the-man-who-asked-for-more
9018,Control Room,2004,391024,control_room
9019,Celsius 41.11: The Temperature at Which the Brain... Begins to Die,2004,424885,1140725-celsius_4111
25736,Dr. Jekyll and Mr. Hyde,2008,1159984,dr_jekyll_and_mr_hyde
25737,"Der Golem, wie er in die Welt kam",1920,11237,golem
25744,Häxan,1922,13257,haxan
25746,The Hunchback of Notre Dame,1939,31455,1010215-hunchback_of_notre_dame
25750,Sherlock Jr.,1924,15324,sherlock-jr
25752,The Freshman,1990,99615,10009001-the_freshman
25753,Greed,1924,15881,1008924-greed
25755,The Phantom of the Opera,2004,293508,phantom_of_the_opera
25757,The Jazz Singer,1980,80948,1010979-jazz_singer
25759,Oktyabr,1928,18217,oktyabr-october-ten-days-that-shook-the-world
25762,Unknown,2006,450340,unknown
25763,Die Büchse der Pandora,1929,18737,pandoras_box
25764,The Cameraman,1928,18742,the-cameraman-1928
25766,The In Crowd,2000,163676,1098652-in_crowd
25769,"Steamboat Bill, Jr.",1928,19421,steamboat_bill_jr
25771,Un chien andalou,1929,20530,un-chien-andalou-an-andalusian-dog
25773,Little Caesar,1931,21079,little_caesar
25774,L'âge d'or,1930,21577,lage_dor
25777,Monkey Business,1931,22158,1014137-monkey_business
25783,The Return of Doctor X,1939,31851,return_of_doctor_x
25788,Scarface,1983,86250,1018324-scarface
25793,Interview with the Vampire: The Vampire Chronicles,1994,110148,interview_with_the_vampire
25795,Dinner at Eight,1933,23948,1005875-dinner_at_eight
25797,Gold Diggers of 1933,1933,24069,gold_diggers_of_1933
25798,De fortabte sjæles ø,2007,466449,island-of-lost-souls
25802,The Son of Kong,1933,24593,son_of_kong
25805,L'atalante,1934,24844,latalante
25825,Balls of Fury,2007,424823,balls_of_fury
25826,Libeled Lady,1936,27884,
25827,Mr. Deeds Goes to Town,1936,27996,mr_deeds_goes_to_town
25828,The Petrified Forest,1936,28096,petrified_forest
25832,Wife vs. Secretary,1936,28505,wife_vs_secretary
25833,Camille,1936,28683,1003441-camille
25835,Dead End,2003,308152,10003925-dead_end
25839,Nothing Sacred,1937,29322,nothing_sacred
25840,The Prisoner of Zenda,1952,45053,1016757-prisoner_of_zenda
25841,Stage Door Canteen,1943,36384,stage_door_canteen
25850,The Holiday,2006,457939,holiday_2006
25855,The Roaring Twenties,1939,31867,roaring_twenties
25856,Wuthering Heights,1939,32145,1024192-wuthering_heights
25865,Letters from Iwo Jima,2006,498380,letters_from_iwo_jima
25866,The Sea Hawk,1940,33028,1018433-sea_hawk
25868,Ball of Fire,1941,33373,ball_of_fire
25870,Here Comes Mr. Jordan,1941,33712,here_comes_mr_jordan
25878,Across the Pacific,1942,34428,across_the_pacific
25885,Prelude to War,1943,35209,prelude-to-war
25886,Random Harvest,1942,35238,random_harvest
25888,Action in the North Atlantic,1943,35608,action_in_the_north_atlantic
25891,Heaven Can Wait,1943,35979,1009426-heaven_can_wait
25893,The Memphis Belle: A Story of a Flying Fortress,1944,36152,the-memphis-belle
25898,Vredens dag,1943,36506,vredens-dag-day-of-wrath-day-of-anger
25899,Cover Girl,1944,36723,1004832-cover_girl
25900,The Curse of the Cat People,1944,36733,curse_of_the_cat_people
25901,Henry V,1989,97499,1029042-henry_v
25903,The Mask of Dimitrios,1944,37055,mask_of_dimitrios
25904,Ministry of Fear,1944,37075,ministry_of_fear
25905,The Miracle of Morgan's Creek,1944,37077,miracle_of_morgans_creek
25906,Mr. Skeffington,1944,37094,mr_skeffington
25908,Passage to Marseille,1944,37166,passage-to-marseille
25914,Ivan Groznyy,1944,37824,ivan-the-terrible-pt-1
25916,They Were Expendable,1945,38160,they_were_expendable
25923,Great Expectations,1998,119223,1081200-great_expectations
25924,Humoresque,1946,38622,humoresque
25927,The Strangers,2008,482606,the_strangers
25929,Nightmare Alley,1947,39661,1144535-nightmare_alley
25930,Odd Man Out,1947,39677,1015383-odd_man_out
25931,Road to Rio,1947,39776,road_to_rio
25934,The Godfather,1972,68646,godfather
25937,Easter Parade,1948,40308,easter_parade
25938,Fort Apache,1948,40369,fort_apache
25940,The Lady from Shanghai,2010,439663,the-lady-from-shanghai-2010
25941,Yi ge mo sheng nu ren de lai xin,2004,424234,yi-ge-mo-sheng-nu-ren-de-lai-xin-a-letter-from-an-unknown-woman
25942,Louisiana Story,1948,40550,louisiana_story
25943,The Naked City,1948,40636,1040398-naked_city
25945,They Live by Night,1949,40872,
25946,The Three Musketeers,1993,108333,1046772-three_musketeers
25947,Unfaithfully Yours,1948,40919,1022369-unfaithfully_yours
25951,In the Good Old Summertime,1949,41507,in_the_good_old_summertime
25952,A Letter to Three Wives,1949,41587,letter_to_three_wives
25954,Orphée,1950,41719,orpheus
25960,Les enfants terribles,1950,42436,les_enfants_terribles
25961,The Gunfighter,1950,42531,1009055-gunfighter
25962,King Solomon's Mines,1950,42646,1011638-king_solomons_mines
25963,Los olvidados,1950,42804,los-olvidados-1950
25964,Shûbun,1950,42958,1072404-scandal
25971,Carrie,1976,74285,1003625-carrie
25975,Saikaku ichidai onna,1952,45112,life_of_oharu
25977,Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,1953,45469,abbott_and_costello_meet_dr_jekyll_and_mr_hyde
25993,Z Channel: A Magnificent Obsession,2004,405496,z_channel
25995,Miyamoto Musashi,1954,47444,samurai_1_musashi_miyamoto
25996,A Star Is Born,1937,29606,1019828-star_is_born
25999,Into the Wild,2007,758758,into_the_wild
26002,Mr. Arkadin,1955,48393,mr-arkadin-confidential-report
26005,Zoku Miyamoto Musashi: Ichijôji no kettô,1955,48579,samurai_2_duel_at_ichijoji_temple
26007,Tuntematon sotilas,1955,48752,tuntematon-sotilas-the-unknown-soldier
26012,Miyamoto Musashi kanketsuhen: kettô Ganryûjima,1956,49710,samurai_3_duel_at_ganryu_island
26038,Teacher's Pet,2004,350194,1129129-teachers_pet
26048,Ningen no jôken,1959,53115,human-condition-ii-the-road-to-eternity
26049,Nobi,1959,53121,fires_on_the_plain
26052,Pickpocket,1959,53168,1053613-pickpocket
26055,Ukigusa,1959,53390,floating_weeds
26059,Onna ga kaidan wo agaru toki,1960,54144,onna-ga-kaidan-wo-agaru-toki-when-a-woman-ascends-the-stairs
26064,Warui yatsu hodo yoku nemuru,1960,54460,the-warui-yatsu-hodo-yoku-nemuru-the-bad-sleep-well
26067,The Deadly Companions,1961,54795,deadly_companions
26073,Ningen no jôken,1961,55233,human-condition-iii-a-soldiers-prayer
26078,Advise & Consent,1962,55728,advise_and_consent
26079,David and Lisa,1962,55892,david_and_lisa
26082,Seppuku,1962,56058,harakiri_1963
26084,The Music Man,1962,56262,1014453-music_man
26085,Mutiny on the Bounty,1935,26752,1014481-mutiny_on_the_bounty
26094,L'eclisse,1962,56736,leclisse
26096,The Cardinal,1963,56907,cardinal
26101,McLintock!,1963,57298,mclintock
26107,"The Prize Winner of Defiance, Ohio",2005,406158,prize_winner_of_defiance_ohio
26110,36 Hours,1965,57809,1068456-36_hours
26111,Becket,1964,57877,becket
26112,Behold a Pale Horse,1964,57879,behold_a_pale_horse
26113,The Best Man,2005,430919,unhitched
26116,"Hush...Hush, Sweet Charlotte",1964,58213,hushhush_sweet_charlotte
26117,Natural Born Killers,1994,110632,natural_born_killers
26119,The Naked Kiss,1964,58390,the-naked-kiss
26122,Onibaba,1964,58430,onibaba
26123,Robin and the 7 Hoods,1964,58529,robin_and_the_seven_hoods
26124,Robinson Crusoe on Mars,1964,58530,robinson_crusoe_on_mars
26128,What a Way to Go!,1964,58743,what_a_way_to_go
26131,La battaglia di Algeri,1966,58946,battle_of_algiers
26133,A Charlie Brown Christmas,1965,59026,charlie_brown_christmas
26134,Dracula: Prince of Darkness,1966,59127,dracula_prince_of_darkness
26136,The Hallelujah Trail,1965,59250,hallelujah_trail
26138,House on Haunted Hill,1959,51744,1010034-house_on_haunted_hill
26139,In Harm's Way,1965,59309,in_harms_way
26142,Major Dundee,1965,59418,major_dundee
26144,Operation Crossbow,1965,59549,operation_crossbow
26147,A Thousand Clowns,1965,59798,thousand_clowns
26148,Strangers on a Train,1951,44079,strangers_on_a_train
26150,Andrey Rublyov,1966,60107,andrei-rublev
